RTN_prob,CNN_prob,label
0.12,9.929753e-12,1
0.01,3.775225e-24,1
0.0,2.8897436e-13,1
0.13,1.713932e-33,1
0.01,8.623378e-21,1
0.0,5.9256374e-17,1
0.0,9.805792e-17,1
0.0,1.4078399e-22,1
0.02,2.746676e-22,1
0.0,1.2843491e-22,1
0.0,8.9758335e-27,1
0.0,6.938508e-25,1
0.0,3.3618737e-21,1
0.0,2.5506986e-22,1
0.01,2.455613e-15,1
0.0,8.591417e-24,1
0.01,1.6438028e-24,1
0.01,5.741095e-23,1
0.01,2.5753538e-24,1
0.02,9.2733256e-23,1
0.03,1.7926678e-17,1
0.24,1.4415625e-09,1
0.03,2.136805e-15,1
0.01,6.6253334e-13,1
0.01,6.4264896e-07,1
0.09,1.501586e-13,1
0.0,6.2513254e-06,1
0.18,1.8779479e-24,1
0.05,2.2094018e-13,1
0.09,2.703641e-13,1
0.11,0.0009838594,1
0.12,1.193705e-32,1
0.0,1.6993693e-32,1
0.17,7.4628115e-25,1
0.06,1.5558788e-13,1
0.03,1.2289195e-06,1
0.14,1.201732e-33,1
0.12,3.2624486e-11,1
0.19,4.3722178e-28,1
0.05,4.2831992e-08,1
0.21,0.0016510134,1
0.49,2.530616e-05,1
0.44,0.034954898,1
0.05,2.0357742e-08,1
0.06,2.9756071e-08,1
0.0,7.4275834e-09,1
0.1,6.4063976e-09,1
0.08,1.431963e-06,1
0.01,2.1203858e-08,1
0.01,2.6313634e-16,1
0.04,4.2197473e-07,1
0.15,1.1188651e-25,1
0.05,1.9250484e-07,1
0.35,6.459756e-05,1
0.1,2.5628076e-05,1
0.05,9.2508e-08,1
0.48,8.085939e-05,1
0.01,2.9061238e-07,1
0.23,2.2374866e-07,1
0.04,0.0001015594,1
0.03,1.2533026e-08,1
0.06,3.1962163e-06,1
0.29,6.376429e-14,1
0.04,3.4427419e-09,1
0.04,2.1162813e-07,1
0.25,3.5420637e-06,1
0.01,2.286963e-07,1
0.03,1.1147168e-08,1
0.05,1.8378543e-07,1
0.21,5.282482e-07,1
0.34,1.8510693e-06,1
0.47,0.01860494,1
0.16,1.0930082e-08,1
0.0,2.8806735e-25,1
0.0,2.1793497e-14,1
0.06,1.383065e-06,1
0.06,8.969089e-06,1
0.24,0.00027805378,1
0.06,2.114358e-06,1
0.07,4.3901448e-08,1
0.08,2.2495001e-07,1
0.07,3.271695e-08,1
0.4,1.4339884e-05,1
0.13,0.000562737,1
